play_time,train_time,write_to_file,total_time
27.739373445510864,0.5547874689102172,0.4175853204727173,50,37
26.25501561164856,0.5251003122329712,0.41950551509857176,50,38
24.29556393623352,0.48591127872467044,0.37847097873687746,50,39
26.22742223739624,0.5245484447479248,0.38263617038726805,50,40
20.89073657989502,0.4178147315979004,0.31009549617767335,50,41
23.159361600875854,0.4631872320175171,0.34491576194763185,50,42
20.710639476776123,0.4142127895355225,0.29931885719299317,50,43
22.347840547561646,0.4469568109512329,0.32236268520355227,50,44
21.79410171508789,0.4358820343017578,0.30828353881835935,50,45
25.592638731002808,0.5118527746200562,0.3547581720352173,50,46
21.638911962509155,0.4327782392501831,0.30437148094177247,50,47
21.07962656021118,0.42159253120422363,0.2952599143981934,50,48
20.098163604736328,0.40196327209472654,0.26450424194335936,50,49
22.75644540786743,0.45512890815734863,0.30020659923553467,50,50
21.955293893814087,0.43910587787628175,0.3144689607620239,50,51
24.97777771949768,0.49955555438995364,0.2879532957077026,50,52
25.169426679611206,0.5033885335922241,0.3012155246734619,50,53
22.263247966766357,0.44526495933532717,0.2639669418334961,50,54
20.742088556289673,0.41484177112579346,0.26333516120910644,50,55
21.831642389297485,0.4366328477859497,0.2541026544570923,50,56
21.232988119125366,0.4246597623825073,0.25971407413482667,50,57
18.74169421195984,0.3748338842391968,0.23592462062835692,50,58
20.631415367126465,0.4126283073425293,0.23116681575775147,50,59
713.6460127830505,42.684173345565796,0.33672475814819336,756.6669108867645
28.094440698623657,0.5618888139724731,0.47715240478515625,50,60
32.40627145767212,0.6481254291534424,0.550132942199707,50,61
29.312544345855713,0.5862508869171142,0.49726444244384765,50,62
27.236194610595703,0.5447238922119141,0.45514018058776856,50,63
27.01887035369873,0.5403574514389038,0.4510422992706299,50,64
26.247357606887817,0.5249471521377563,0.4308644962310791,50,65
26.861696004867554,0.537233920097351,0.44382008075714113,50,66
24.727901935577393,0.49455803871154785,0.3953462791442871,50,67
24.296610832214355,0.4859322166442871,0.3876042461395264,50,68
23.580408811569214,0.4716081762313843,0.37194124698638914,50,69
21.533044576644897,0.43066089153289794,0.3192619752883911,50,70
24.330429077148438,0.48660858154296877,0.3642687654495239,50,71
177.30720114707947,2.364096015294393,2.3256299845377604,75,0
195.6846969127655,2.6091292921702065,2.561625525156657,75,1
205.41603994369507,2.738880532582601,2.6843216228485107,75,2
174.11473608016968,2.3215298144022625,2.2762500286102294,75,3
165.76854968070984,2.210247329076131,2.1689643096923827,75,4
150.38991570472717,2.005198876063029,1.959659414291382,75,5
151.37620568275452,2.0183494091033936,1.9728831704457601,75,6
152.35515570640564,2.0314020760854086,1.9818971252441406,75,7
145.57128834724426,1.9409505112965901,1.8879016304016114,75,8
138.63840126991272,1.8485120169321696,1.7960513401031495,75,9
128.0425729751587,1.7072343063354491,1.6543653456370035,75,10
121.65667939186096,1.6220890585581462,1.5697224235534668,75,11
133.4881603717804,1.7798421382904053,1.7236497974395752,75,12
127.75297427177429,1.7033729902903239,1.6466808478037516,75,13
114.05588889122009,1.520745185216268,1.4640669918060303,75,14
118.60789489746094,1.5814385986328126,1.5233063729604086,75,15
105.54962015151978,1.4073019631703694,1.3471759541829427,75,16
103.80508732795715,1.3840678310394288,1.32457363764445,75,17
102.96348834037781,1.3728465112050374,1.309810053507487,75,18
