total_time,treesearch,rollout,M,counter
117.38142704963684,1.56508456548055,1.527691224416097,75,4
122.26022982597351,1.6301352755228677,1.591550579071045,75,4
115.97415590286255,1.5463209184010824,1.5065198993682862,75,5
126.67413902282715,1.6889874362945556,1.6501499271392823,75,5
120.79520273208618,1.610601634979248,1.5736825370788574,75,5
126.62812995910645,1.6883740043640136,1.649834156036377,75,5
118.07649087905884,1.5743517398834228,1.5333350721995036,75,6
132.2246241569519,1.762993958791097,1.7201665878295898,75,6
118.31451201438904,1.5775257460276286,1.5371169090270995,75,6
123.23067808151245,1.6430746841430663,1.5992640495300292,75,6
117.32178997993469,1.5642894013722737,1.5206759961446126,75,7
119.88603115081787,1.5984794553120931,1.556634070078532,75,7
110.75875186920166,1.476782070795695,1.4343881956736246,75,7
110.55499124526978,1.4740654881795248,1.4315482934316,75,8
118.77731394767761,1.583696486155192,1.542832571665446,75,7
103.42210721969604,1.3789604155222575,1.3379664675394694,75,8
112.1722412109375,1.4956287542978923,1.4526796372731527,75,8
105.77767777442932,1.4103680451711018,1.365955483118693,75,9
113.80213785171509,1.517360897064209,1.4729537232716878,75,8
107.90888381004333,1.4387841415405274,1.3943800099690755,75,9
107.98180603981018,1.4397565110524495,1.396397403081258,75,9
106.4845700263977,1.4197932815551757,1.3747856394449869,75,10
115.35090732574463,1.5380111090342203,1.4921350828806559,75,9
98.13013792037964,1.3084008121490478,1.2642736403147379,75,10
104.72642612457275,1.3963514200846354,1.3520545800526937,75,10
95.09590578079224,1.2679444821675618,1.2209133783976236,75,11
108.51760697364807,1.4469004821777345,1.4004814656575522,75,10
98.97698211669922,1.3196921062469482,1.2753257179260253,75,11
100.54788517951965,1.3406376075744628,1.2975735664367676,75,11
101.36188292503357,1.3514908027648926,1.302358169555664,75,12
106.37066507339478,1.41827449798584,1.3716562112172446,75,11
93.78222799301147,1.2504288387298583,1.2037593301137288,75,12
101.22848582267761,1.3497121715545655,1.3007748572031657,75,12
99.42655515670776,1.3256864897410074,1.2787697156270346,75,13
101.60900807380676,1.3547859477996826,1.3062102953592936,75,12
101.12386322021484,1.348317190806071,1.295297441482544,75,13
89.10021829605103,1.1880019442240397,1.1413307094573975,75,13
94.14085698127747,1.2552106157938638,1.2072612953186035,75,14
95.69103693962097,1.2758797200520833,1.2243521849314372,75,13
92.72975587844849,1.2363960552215576,1.1870375378926594,75,14
89.81085801124573,1.197477207183838,1.149162712097168,75,14
88.87119793891907,1.1849484411875406,1.136115655899048,75,15
87.36291885375977,1.1648380851745606,1.1062562878926594,75,14
84.77767705917358,1.1303681755065917,1.0776169904073079,75,15
75.14925980567932,1.0019892756144206,0.9500877157847086,75,15
82.65161514282227,1.1020207023620605,1.0477875487009685,75,16
79.15961194038391,1.0554606628417968,1.0048895009358725,75,15
80.31218671798706,1.0708283201853435,1.0118534501393637,75,16
80.75817394256592,1.0767749214172364,1.012703577677409,75,16
80.14978289604187,1.068662945429484,1.0102215671539307,75,17
81.00474500656128,1.0800625228881835,1.027311964035034,75,16
82.93846297264099,1.10584529876709,1.0559413782755533,75,17
82.00017809867859,1.0933348846435547,1.0411511421203614,75,17
82.26027083396912,1.0968026161193847,1.045885337193807,75,18
92.73082518577576,1.2364101696014405,1.1764341990152996,75,17
83.51115775108337,1.1134810002644857,1.054065049489339,75,18
91.69290280342102,1.2225710328420003,1.150764643351237,75,18
95.90430569648743,1.2787229696909586,1.1740521208445232,75,19
108.66119074821472,1.448814827601115,1.3658441829681396,75,18
107.30550289154053,1.4307388591766357,1.315976282755534,75,19
97.22643685340881,1.2963515186309815,1.225064442952474,75,19
75.93878507614136,1.012516164779663,0.9445874818166097,75,20
70.89563012123108,0.9452742385864258,0.8785973993937174,75,19
81.90368175506592,1.0920483112335204,1.0147032070159911,75,20
81.41352772712708,1.0855126984914143,1.0082561683654785,75,20
92.55326795578003,1.2340422217051188,1.1507995796203614,75,21
89.58878493309021,1.1945162328084309,1.12027130762736,75,20
16.433172941207886,0.21910789489746094,0.9602410475413005,75,21
91.07885408401489,1.2143836371103922,1.1364578024546306,75,21
74.95293188095093,0.9993714459737142,0.9343666330973307,75,21
85.21079134941101,1.1361428101857503,1.074917631149292,75,22
77.47689008712769,1.0330243333180746,0.9531845760345459,75,22
79.05368399620056,1.05404816309611,0.9812675698598226,75,22
71.02432012557983,0.9469899749755859,0.8700358041127523,75,22
79.19401597976685,1.0559192276000977,0.9771466668446859,75,23
87.08559513092041,1.1611399555206299,1.0628807258605957,75,23
91.65209889411926,1.222026735941569,1.0832631715138754,75,23
15.105591058731079,0.20140657742818197,1.071634868780772,75,24
88.47849798202515,1.1797120793660483,1.068345079421997,75,23
102.31523895263672,1.3642020543416342,1.2631171131134034,75,24
92.36996412277222,1.2315984376271565,1.1226424185434978,75,24
101.55378890037537,1.3540492153167725,1.2246250851949056,75,25
100.77516198158264,1.343667672475179,1.23536075592041,75,24
86.90186429023743,1.1586904621124268,1.0536919943491618,75,25
80.09451079368591,1.067925853729248,0.9963244915008544,75,25
10.579395055770874,0.14105760892232258,0.9401837719811333,75,26
89.1522650718689,1.1886959457397461,1.0792819945017498,75,25
97.43787598609924,1.299170764287313,1.1794769922892252,75,26
87.94366407394409,1.1725811036427816,1.0704460557301838,75,26
97.43473482131958,1.2991287835439047,1.1737869485219319,75,27
74.3152871131897,0.990869181950887,0.8770832316080729,75,26
93.34675669670105,1.2446223449707032,1.1549373245239258,75,27
